"Tipo_Metadata","Objeto","Componente_API","Encontrado_Partial","Encontrado_Git","Incluido_S3_0","Motivo_Inclusion","Motivo_Exclusion","Referencia_Empresa_Marca","Estado_Activo","Aplica_PEKING","Exclusivo_Usados","Evidencia","Nivel_Confianza","Notas"
"ValidationRule","Gesti_n_ltica__c","Gesti_n_ltica__c.Estado_no_Cambia_de_Cancelado_Cerrado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Gesti_n_ltica__c","Gesti_n_ltica__c.Estado_no_Cambia_de_Cerrada","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Hora_global__c","Hora_global__c.Rangos_Motos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Hora_global__c","Hora_global__c.Tiempo_Obligatorio","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Hora_global__c","Hora_global__c.multiplos_de_30","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Horas_improductivas_por_mec_nico__c","Horas_improductivas_por_mec_nico__c.FechaInicioMenorQue","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Horas_improductivas_por_mec_nico__c","Horas_improductivas_por_mec_nico__c.HoraMayorQue","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Horas_improductivas_por_mec_nico__c","Horas_improductivas_por_mec_nico__c.StartTime_Greater_Than_EndTime","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_35_CedulaFisica_SoloNumeros","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_36_CedulaJuridica_SoloNumeros","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_37_NITE_SoloNumerosYLetras","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_38_NITE_LargoCaracteres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_39_DIMEX_SoloNumeros","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_40_CedulaFisica_LargoIncorrecto","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_41_CedulaJuridica_LargoIncorrecto","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Identificacion__c","Identificacion__c.Val_42_Pasaporte_SoloNumerosYLetras","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Bloquear_Cambio_Owner_Perfiles_Online","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Bloquear_conversion_estandar","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Campo_Entidad_Obligatorio_Financiado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Campo_accion_obligatorio_en_walkin","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Cedula_necesaria_para_convertir","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validacion_de_Cedula","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validacion_de_Cedula_juridica","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validacion_de_Numero","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validacion_de_Numero2","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validar_Campanna","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validar_Origen","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validar_Origen_asesor_bmw_mini","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Lead","Lead.Validar_Telefono_Y_Celular","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","NoDisponibilidad_Servicio__c","NoDisponibilidad_Servicio__c.tiene_eventos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Estado_Aprobado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Estado_Condicionada","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Estado_Denegado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Ano","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Cilindrada","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Combustible","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Distribuidor","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Marca","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Modelo","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_Cotizado_OF_Subcategoria","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_CamposFormulario","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_TIRTasaUsura","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteFisico_DireResi","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteFisico_Profesio","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteFisico_estadoCi","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_Canton","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_DireRepLe","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_Distrito","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_EstaCivRe","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_NombRepLe","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_NumCeduRe","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_OtrasSena","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_ProfRepLe","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_clienteJurid_Provincia","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_cliente_NumIdent","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_cliente_moneda_I","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Etapa_formalizado_fecha_de_nacimiento","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Formato_Numero_operacion_Altica","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.No_puede_aprobar_OF_arriba_de_USD_75000","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.OP_estado_formalizadocombustible_no_nul","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Telefono_debe_de_tener_8_digitos_numerio","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Valida_check_de_Benvenida","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.ValidacionCampoEtapa","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Campo_Excepcion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Cancelacion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Cilindrada","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Fecha_financiamiento","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Ingreso_Minimo","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Moneda_Ingreso","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Oportunidad_de_Financiamiento__c","Oportunidad_de_Financiamiento__c.Validacion_Score","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
