"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UI-03736","Layout","Product2","Product2-Articulos sin Editar","","Jefe de repuestos RM A1","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03737","Layout","Product2","Product2-Artículos","","Jefe de repuestos RM A1","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03738","Layout","Product2","Product2-Product Layout","","Jefe de repuestos RM A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03739","Layout","Quote","Quote-Mostrador y Taller","","Jefe de repuestos RM A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03740","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Jefe de repuestos RM A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03741","Layout","Account","Account-BMW Cuenta Empresarial","","Valuador","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03742","Layout","Account","Account-BMW Cuenta Empresarial","","Valuador","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03743","Layout","Account","Account-BMW Cuenta Empresarial","","Valuador","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03744","Layout","Account","Account-Account Layout","","Valuador","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03745","Layout","Account","Account-BMW Cuenta Empresarial","","Valuador","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03746","Layout","Opportunity","Opportunity-Motocicletas","","Valuador","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03747","Layout","Opportunity","Opportunity-Autos","","Valuador","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03748","Layout","Opportunity","Opportunity-Motocicletas","","Valuador","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03749","Layout","Opportunity","Opportunity-Autos V1.4","","Valuador","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03750","Layout","Opportunity","Opportunity-Autos","","Valuador","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03751","Layout","Opportunity","Opportunity-Autos V1.4","","Valuador","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03752","Layout","Opportunity","Opportunity-Autos V1.4","","Valuador","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03753","Layout","Opportunity","Opportunity-Taller Autos","","Valuador","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03754","Layout","Opportunity","Opportunity-Opportunity Layout","","Valuador","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03755","Layout","Opportunity","Opportunity-Autos V1.4","","Valuador","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03756","Layout","Opportunity","Opportunity-Taller Autos","","Valuador","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03757","Layout","Opportunity","Opportunity-Opportunity Layout","","Valuador","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03758","Layout","Product2","Product2-Product Layout","","Valuador","Producto Altica","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03759","Layout","Product2","Product2-Product Layout V1.2","","Valuador","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03760","Layout","Product2","Product2-Artículos","","Valuador","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03761","Layout","Product2","Product2-Artículos","","Valuador","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03762","Layout","Product2","Product2-Product Layout","","Valuador","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03763","Layout","Quote","Quote-Mostrador y Taller","","Valuador","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03764","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Valuador","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03765","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Taller V2","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03766","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Taller V2","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03767","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Taller V2","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03768","Layout","Account","Account-Account Layout","","Asesor de Taller V2","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03769","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Taller V2","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03770","Layout","Opportunity","Opportunity-Motocicletas","","Asesor de Taller V2","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03771","Layout","Opportunity","Opportunity-Autos","","Asesor de Taller V2","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03772","Layout","Opportunity","Opportunity-Motocicletas","","Asesor de Taller V2","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03773","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Taller V2","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03774","Layout","Opportunity","Opportunity-Autos","","Asesor de Taller V2","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03775","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Taller V2","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03776","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Taller V2","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03777","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de Taller V2","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03778","Layout","Opportunity","Opportunity-Opportunity Layout","","Asesor de Taller V2","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03779","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Taller V2","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03780","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de Taller V2","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03781","Layout","Opportunity","Opportunity-Opportunity Layout","","Asesor de Taller V2","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03782","Layout","Product2","Product2-Product Layout","","Asesor de Taller V2","Producto Altica","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03783","Layout","Product2","Product2-Product Layout V1.2","","Asesor de Taller V2","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03784","Layout","Product2","Product2-Artículos","","Asesor de Taller V2","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03785","Layout","Product2","Product2-Artículos","","Asesor de Taller V2","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03786","Layout","Product2","Product2-Product Layout","","Asesor de Taller V2","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03787","Layout","Quote","Quote-Mostrador y Taller","","Asesor de Taller V2","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03788","Layout","Quote","Quote-Mostrador y Taller","","Asesor de Taller V2","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03789","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Asesor de Taller V2","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03790","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de ventas online MINI Nuevos V3 y Usados","Cliente Jurídico","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03791","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de ventas online MINI Nuevos V3 y Usados","Cuenta empresarial","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03792","Layout","Account","Account-BMW Cuenta Empresarial  V2","","Asesor de ventas online MINI Nuevos V3 y Usados","Aseguradora","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03793","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de ventas online MINI Nuevos V3 y Usados","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03794","Layout","Account","Account-BMW Cuenta Empresarial  V2","","Asesor de ventas online MINI Nuevos V3 y Usados","Distribuidor","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03795","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de ventas online MINI Nuevos V3 y Usados","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03796","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de ventas online MINI Nuevos V3 y Usados","Harley-Davidson","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03797","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de ventas online MINI Nuevos V3 y Usados","Autos usados","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03798","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de ventas online MINI Nuevos V3 y Usados","BMW","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03799","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de ventas online MINI Nuevos V3 y Usados","KTM","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03800","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de ventas online MINI Nuevos V3 y Usados","Kawasaki","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03801","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de ventas online MINI Nuevos V3 y Usados","MINI","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03802","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de ventas online MINI Nuevos V3 y Usados","Motorrad","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03803","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de ventas online MINI Nuevos V3 y Usados","Polaris","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03804","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de ventas online MINI Nuevos V3 y Usados","Motos usados","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03805","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de ventas online MINI Nuevos V3 y Usados","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03806","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de ventas online MINI Nuevos V3 y Usados","Cartera Madura","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03807","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de ventas online MINI Nuevos V3 y Usados","Indian","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03808","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de ventas online MINI Nuevos V3 y Usados","Mostrador","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03809","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de ventas online MINI Nuevos V3 y Usados","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03810","Layout","Product2","Product2-Product Layout V1.2","","Asesor de ventas online MINI Nuevos V3 y Usados","Producto Red Motors","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03811","Layout","Product2","Product2-Articulos sin Editar","","Asesor de ventas online MINI Nuevos V3 y Usados","Vehiculos","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03812","Layout","Product2","Product2-Artículos","","Asesor de ventas online MINI Nuevos V3 y Usados","Materiales","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03813","Layout","Product2","Product2-Product Layout","","Asesor de ventas online MINI Nuevos V3 y Usados","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03814","Layout","Quote","Quote-Mostrador y Taller","","Asesor de ventas online MINI Nuevos V3 y Usados","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03815","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Asesor de ventas online MINI Nuevos V3 y Usados","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03816","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor Call Center V2","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-03817","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor Call Center V2","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout, lectura Partial 2026-08-06","ALTO","La relación muestra asignación, no confirma uso efectivo ni acceso del usuario.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
