"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","Perfil_Referencia","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UIV2-04043","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04044","Layout","Opportunity","Opportunity-Motocicletas","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04045","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04046","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04047","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04048","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04049","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04050","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04051","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04052","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04053","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04054","Layout","Product2","Product2-Product Layout V1.2","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04055","Layout","Product2","Product2-Articulos sin Editar","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04056","Layout","Product2","Product2-Artículos","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04057","Layout","Product2","Product2-Product Layout","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04058","Layout","Quote","Quote-Mostrador y Taller","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04059","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Asesor de Ventas Motorrad y Nuevos V2 A1","Asesor de Ventas Motorrad y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04060","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04061","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04062","Layout","Account","Account-BMW Cuenta Empresarial  V2","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04063","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04064","Layout","Account","Account-BMW Cuenta Empresarial  V2","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04065","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04066","Layout","Opportunity","Opportunity-Motocicletas","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04067","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04068","Layout","Opportunity","Opportunity-Motocicletas","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04069","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04070","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04071","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04072","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04073","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04074","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04075","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04076","Layout","Opportunity","Opportunity-Taller Autos","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04077","Layout","Opportunity","Opportunity-Autos V1.3","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04078","Layout","Product2","Product2-Product Layout V1.2","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04079","Layout","Product2","Product2-Articulos sin Editar","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04080","Layout","Product2","Product2-Artículos","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04081","Layout","Product2","Product2-Product Layout","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04082","Layout","Quote","Quote-Mostrador y Taller","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04083","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04084","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Cliente Jurídico","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04085","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Cuenta empresarial","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04086","Layout","Account","Account-Account Layout","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Aseguradora","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04087","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04088","Layout","Account","Account-Account Layout","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Distribuidor","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04089","Layout","Account","Account-BMW Cuenta Empresarial","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04090","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Kawasaki","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04091","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Motorrad","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04092","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Polaris","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04093","Layout","Opportunity","Opportunity-Taller Autos","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04094","Layout","Opportunity","Opportunity-Autos V1.4","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Indian","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04095","Layout","Opportunity","Opportunity-Taller Autos","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Mostrador","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04096","Layout","Product2","Product2-Product Layout V1.2","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Producto Red Motors","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04097","Layout","Product2","Product2-Artículos","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Vehiculos","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04098","Layout","Product2","Product2-Artículos","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Materiales","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04099","Layout","Product2","Product2-Product Layout","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04100","Layout","Quote","Quote-Mostrador y Taller","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Taller","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04101","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Asesor Ventas Motos Usados v2 A1","Asesor Ventas Motos Usados v2 A1","Master","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
