"Componente_ID","Fila_Alcance_Origen","Bloque","Frente","Metadata_Tipo","Objeto","Componente_API","Componente_Label","Estado_Git","Estado_Partial","Coincide_Git_Partial","Estado_Activo","Asignacion_Actual","RecordType_Relacionado","Referencia_Empresa_Marca","Aplica_PEKING","Exclusivo_Usados","Comportamiento_Actual","Accion_Potencial","Clasificacion","Dependencia","Bloqueo","Responsable_Definicion","Evidencia_Encontrada","Evidencia_Requerida","Prueba_Positiva_Requerida","Prueba_Negativa_Requerida","Nivel_Confianza","Notas"
"S3-0-B7-LAY-142","S3-0.1-2026-08-06","7","Layout","Layout","WorkOrder","WorkOrder-Work Order Main V1%2E1","WorkOrder-Work Order Main V1%2E1","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-143","S3-0.1-2026-08-06","7","Layout","Layout","WorkOrder","WorkOrder-Work Order Main","WorkOrder-Work Order Main","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-101","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page","Opportunity_Record_Page","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-102","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page1","Opportunity_Record_Page1","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-103","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page10","Opportunity_Record_Page10","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-104","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page11","Opportunity_Record_Page11","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-105","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page12","Opportunity_Record_Page12","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-106","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page2","Opportunity_Record_Page2","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-107","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page3","Opportunity_Record_Page3","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-108","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page4","Opportunity_Record_Page4","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-109","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page5","Opportunity_Record_Page5","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-110","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page6","Opportunity_Record_Page6","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-111","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page7","Opportunity_Record_Page7","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-112","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page8","Opportunity_Record_Page8","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-113","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page9","Opportunity_Record_Page9","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-114","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Opportunity","Opportunity_Record_Page_VN_Agenda_Facturada","Opportunity_Record_Page_VN_Agenda_Facturada","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-115","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page","Quote_Record_Page","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-116","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page1","Quote_Record_Page1","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-117","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page2","Quote_Record_Page2","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-118","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page3","Quote_Record_Page3","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-119","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page4","Quote_Record_Page4","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-120","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page5","Quote_Record_Page5","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-FLE-121","S3-0.1-2026-08-06","7","FlexiPage","FlexiPage","Quote","Quote_Record_Page6","Quote_Record_Page6","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA_COMO_METADATA","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Variante solicitada; asignación y filtros por confirmar","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","PENDIENTE_EVIDENCIA","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-101","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Avoid_opp_owner_change","Avoid_opp_owner_change","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-102","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Bloquear_Cambio_Owner_Perfiles_Online","Bloquear_Cambio_Owner_Perfiles_Online","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-103","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Bodega_Vehiculos_Nuevos_Uruca","Bodega_Vehiculos_Nuevos_Uruca","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-104","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Cambiar_Oportunidad_a_Finalizado_VH","Cambiar_Oportunidad_a_Finalizado_VH","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-105","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Cambiar_a_Cerrada_Ganada","Cambiar_a_Cerrada_Ganada","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-106","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Cambiar_a_Finalizado_Formalizacion","Cambiar_a_Finalizado_Formalizacion","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-107","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Campo_Ano_del_vehiculo_actual","Campo_Ano_del_vehiculo_actual","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-108","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Campo_EngancheMonto_Obligatorio","Campo_EngancheMonto_Obligatorio","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
