"Tipo","API_Name","Objeto","Estado_Git","Estado_Partial","Asignacion_Actual","Referencia_RecordType","Referencia_Profile","Aplica_PEKING","Clasificacion","Motivo","Dependencia","Cambio_Potencial","Regresion_Requerida","Evidencia","Notas"
"FlexiPage","Opportunity_Record_Page5","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-109; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page6","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-110; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page7","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-111; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page8","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-112; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page9","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-113; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page_VN_Agenda_Facturada","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-114; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page","Quote","NO_EXISTE","EXISTE","1 asignaciones demostradas; APP_DEFAULT=1","Pendiente de matriz de asignaciones","Sin perfil demostrado","SI_POR_ACTIVACION_GENERICA","SIN_CAMBIO_REQUIERE_REGRESION","La activación demostrada es App Default y no contiene selección específica de Empresa/Marca/RecordType; PEKING entra por la ruta genérica.","Asignación por aplicación/perfil/RecordType","Ninguno; ejecutar regresión de activación.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-115; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 1 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page1","Quote","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-116; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page2","Quote","NO_EXISTE","EXISTE","2 asignaciones demostradas; APP_DEFAULT=2","Pendiente de matriz de asignaciones","Sin perfil demostrado","SI_POR_ACTIVACION_GENERICA","SIN_CAMBIO_REQUIERE_REGRESION","La activación demostrada es App Default y no contiene selección específica de Empresa/Marca/RecordType; PEKING entra por la ruta genérica.","Asignación por aplicación/perfil/RecordType","Ninguno; ejecutar regresión de activación.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-117; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 2 filas, 2 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page3","Quote","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-118; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page4","Quote","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-119; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page5","Quote","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-120; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Quote_Record_Page6","Quote","NO_EXISTE","EXISTE","7 asignaciones demostradas; APP_DEFAULT=1, APP_PROFILE_RECORDTYPE=4, DEFAULT_OBJETO=2","Taller","Asistente de Taller, Mecanico Lider","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-121; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 7 filas, 7 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 2; no equivalen a decisión funcional PEKING."
"FlexiPage","Opportunity_Record_Page_VU","Opportunity","NO_EXISTE","EXISTE","36 asignaciones demostradas; APP_DEFAULT=2, APP_PROFILE_RECORDTYPE=34","Autos_Usados, Motos_Usados","Admin, Asesor Ventas Autos Usados, Asesor Ventas Motos Usados v2 A1, Asesor de Ventas Multimarca Motos con Usados, Asesor de ventas online MINI Nuevos V2 y Usados, Asistente de Usados, Asistente de usados A1, Jefe de Ventas Usados Autos …","NO","NO_APLICA","Evidencia explícita de página exclusiva de vehículos usados; PEKING no aplica a usados.","Asignación por aplicación/perfil/RecordType","Ninguno para PEKING; conservar regresión.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLX-126; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 36 filas, 36 asignadas","No se adapta para PEKING; conserva obligación separada de regresión; su existencia no autoriza modificación. Agregada en V4 desde evidencia histórica S3-0.2. Regresión obligatoria sin adaptación PEKING."
